id,source,date,rating,feedback,sentiment,customer_segment,country
703,App Store Review,2025-05-21,2,The recent price hike with no warning was really disappointing. Trust broken. can't build a simple cross-project report without a workaround. this is PM 101,Negative,SMB,India
704,Support Ticket,2025-10-01,,I need to bulk assign tasks to new owners after a reorg - is there any way to do this via API? 300+ tasks.,Negative,Startup,UK
705,NPS Response,2026-04-07,5,Customer support has been fantastic. Got a response in 20 minutes and the issue was resolved same day.,Positive,SMB,India
706,App Store Review,2025-08-02,3,does roughly what other tools do. no standout features but no major gaps either,Neutral,Enterprise,US
707,Google Play Review,2025-06-01,2,Bulk actions are severely limited - can change assignee but not due dates or custom fields. Why?,Negative,Enterprise,UK
708,NPS Response,2025-11-02,3,Been using for 6 months. No strong opinion either way.,Neutral,SMB,US
709,Support Ticket,2025-09-13,,Time tracking entries disappeared from last week. Users report entering them but none are saved.,Negative,SMB,US
710,G2 Review,2025-12-04,2,"Takes forever to load on my laptop. Even on wifi it lags constantly. We need real Slack integration, not just notification forwarding. Threads, mentions, the whole thing.",Negative,SMB,US
711,Support Ticket,2026-02-12,,Following up to thank the team for the webhook fix last week. Rock solid since then.,Positive,Enterprise,US
712,Support Ticket,2026-04-02,,Just wanted to say thanks - your support team resolved my SSO issue in under an hour. Amazing.,Positive,SMB,UK
713,NPS Response,2025-10-09,3,"Our remote team relies on this daily, but reporting limitations are killing us. leadership wants rolled-up views and we can't deliver them.",Neutral,Startup,US
714,Google Play Review,2025-08-11,5,The new reporting features are a huge step up. Finally got the dashboards leadership wanted.,Positive,Startup,US
715,App Store Review,2025-06-12,5,"The kanban views are beautifully done. Smooth drag and drop, nice animations, responsive.",Positive,Enterprise,UK
716,App Store Review,2025-12-20,2,The timeline is basically a bar chart. Not a Gantt. Stop calling it one in your marketing.,Negative,SMB,US
717,G2 Review,2025-04-21,2,Performance is a real issue for us. Enterprise boards with thousands of tasks basically crawl.,Negative,SMB,India
718,Google Play Review,2025-08-18,4,"5 stars. been a customer for 4 years, they actually listen to feedback",Positive,SMB,US
719,Support Ticket,2026-01-03,,Export to CSV truncates long text fields. Need full content for our audit.,Negative,Enterprise,US
720,Google Play Review,2025-09-07,4,Permissions are flexible enough for our enterprise setup. Rare for a tool this easy to use.,Positive,Enterprise,US
721,Google Play Review,2025-11-12,1,The recent price hike with no warning was really disappointing. Trust broken.,Negative,Startup,US
722,G2 Review,2025-12-07,4,"Love the UI. Clean, intuitive, and my non-technical teammates picked it up in a day.",Positive,Startup,Australia
723,Support Ticket,2025-06-17,,Can't figure out how to restore a deleted project. Team deleted by accident. Please help ASAP.,Neutral,Startup,US
724,Support Ticket,2025-07-09,,Just wanted to say thanks - your support team resolved my SSO issue in under an hour. Amazing.,Positive,Startup,US
725,Support Ticket,2025-05-08,,Attachments over 10MB fail to upload with a generic error. Our workflow depends on larger files. Please advise.,Negative,Startup,Canada
726,App Store Review,2026-01-22,3,I use it because I have to. It works. That's my review.,Neutral,Enterprise,US
727,NPS Response,2026-04-18,5,Dashboards are gorgeous and leadership loves the reports. Rare combo.,Positive,Startup,Canada
728,App Store Review,2025-07-19,3,Gets the job done. Doesn't blow me away but doesn't annoy me either.,Neutral,SMB,US
729,Support Ticket,2025-07-08,,API rate limits hit within 60 seconds of our nightly sync. Can we get a temporary bump?,Negative,SMB,Australia
730,G2 Review,2025-12-14,3,"The UI is fine. Not beautiful, not ugly. Functional.",Neutral,Enterprise,UK
731,NPS Response,2025-05-09,1,"salesforce integration is listed but it barely works - only syncs contacts, not opportunities.",Negative,SMB,Canada
732,App Store Review,2025-05-10,5,The Slack integration works well for us. Comments sync back both ways.,Positive,Startup,US
733,Support Ticket,2026-01-18,,Please help - I accidentally archived the wrong workspace. Need it restored today.,Negative,Enterprise,US
734,G2 Review,2025-06-08,3,"It does what I need. Nothing spectacular, but not brkoen either.",Neutral,SMB,US
735,NPS Response,2025-05-27,3,Been using for 6 months. No strong opinion either way.,Neutral,Startup,US
736,Support Ticket,2025-05-16,,Gantt/timeline view keeps resetting zoom level on refresh. Annoying but not blocking.,Neutral,SMB,UK
737,NPS Response,2025-11-29,5,"dashboards, automations, integrations - it all just works. really happy customer. 👌",Positive,Enterprise,Australia
738,Google Play Review,2025-05-21,4,The Slack integration works well for us. Comments sync back both ways.,Positive,SMB,India
739,App Store Review,2026-03-25,3,"Decent UX, decent reporting, decent everything. Nothing stands out as great or bad.",Neutral,Startup,India
740,Google Play Review,2025-04-30,5,love love love this tool. my whole startup runs on it,Positive,Enterprise,US
741,Support Ticket,2026-03-17,,can you push me an invoice with our updated VAT number? current one is wrong,Negative,Startup,US
742,NPS Response,2026-03-22,1,"Way too expensive for what you get. ClickUp offers more for less. No snooze, no priority filtering, no smart batching. Notifications are a mess.",Negative,Startup,US
743,G2 Review,2026-03-18,5,The timeline view (even if it's not a full Gantt) works well enough for our agile squads.,Positive,SMB,US
744,G2 Review,2025-07-06,2,"feels like the product is stagnating. competitors ship weekly, you ship quarterly. the mobile app is basically read-only because editing anything causes it to freeze.",Negative,Startup,India
745,App Store Review,2025-06-05,2,meh. works. moving on,Neutral,SMB,India
746,NPS Response,2025-06-29,2,No way to bulk move tasks between projects. I'm copy-pasting manually like a peasant.,Negative,SMB,Australia
747,App Store Review,2025-09-07,5,Huge fan of the automation rules. We've automated so much of our recurring work.,Positive,Startup,US
748,Support Ticket,2025-10-25,,Our API key suddenly stopped working with 401 errors. Nothing changed on our side.,Negative,Startup,US
749,Google Play Review,2026-01-06,4,it's fine. i wish it were faster but i wish a lot of things.,Neutral,SMB,US
750,NPS Response,2025-06-07,1,Our ops team has flagged the slow load times three times this quarter. Still no improvement visible.,Negative,SMB,Canada
751,Google Play Review,2025-08-15,2,ios app is a mess. notifications come through 2 hours late and half the buttons don't work. Please fix.,Negative,SMB,US
752,NPS Response,2025-11-21,2,It's a tool. I use it. It works mostly. That's about all I can say.,Neutral,Startup,US
753,Support Ticket,2025-11-24,,Just wanted to say thanks - your support team resolved my SSO issue in under an hour. Amazing.,Positive,Enterprise,US
754,App Store Review,2026-02-07,3,Took some getting used to but I'm neutral on it now. Part of my workflow.,Neutral,Startup,Australia
755,Support Ticket,2025-08-28,,Can't figure out how to restore a deleted project. Team deleted by accident. Please help ASAP.,Neutral,SMB,US
756,Google Play Review,2026-02-11,3,Solid middle-of-the-road PM tool. Not sure I'd pay for it if it were my money.,Neutral,Startup,Australia
757,NPS Response,2025-11-19,2,Reporting is laughably limited. You can't even group by two fields. Forced to export to Excel every week.,Negative,SMB,Australia
758,NPS Response,2025-05-14,1,Loading spinners everywhere. This used to be snappy - what happened?,Negative,SMB,India
759,NPS Response,2025-08-08,1,No custom reports. No dashboards worth looking at. Just basic pie charts from 2015.,Negative,SMB,India
760,Support Ticket,2025-08-30,,SSO stopped working this morning for our Okta tenant. Several users affected. Urgent.,Neutral,Startup,Australia
761,G2 Review,2025-07-27,1,onboarding is rough. threw us into the deep end with no templates that fit our actual workflow,Negative,Enterprise,US
762,Google Play Review,2026-04-06,5,love love love this tool. my whole startup runs on it,Positive,SMB,US
763,App Store Review,2026-02-17,1,"No bulk editing. I have to update 200 tasks one by one. This is 2026, what is happening?",Negative,Startup,US
764,App Store Review,2026-02-07,2,The Jira sync is broken. Tasks don't bidirectionally update and we've lost data twice.,Negative,Startup,UK
765,G2 Review,2025-05-18,4,Took some getting used to but I'm neutral on it now. Part of my workflow.,Neutral,Enterprise,Australia
766,App Store Review,2025-07-10,4,Best investment we made this year. ROI was obvious within 30 days.,Positive,Startup,UK
767,NPS Response,2025-07-07,5,love love love this tool. my whole startup runs on it,Positive,SMB,US
768,App Store Review,2025-09-24,1,no dark mode? in 2026? cmon,Negative,SMB,India
769,NPS Response,2025-05-31,4,the recent ai features are actually useful - auto-summarizing long comment threads saves me 30 mins/day.,Positive,Enterprise,US
770,NPS Response,2025-08-30,2,does roughly what other tools do. no standout features but no major gaps either,Neutral,Startup,UK
771,NPS Response,2025-11-24,1,the mobile app ux feels like an afterthought. desktop is fine but mobile is a joke.,Negative,Startup,Canada
772,Google Play Review,2025-09-16,1,the recent price hike with no warning was really disappointing. trust broken. no annual discount unless you commit 3 years. that's insane for a saas product.,Negative,Enterprise,US
773,Support Ticket,2025-09-09,,Webhooks have stopped firing for status changes. Last successful delivery was Tuesday.,Negative,Startup,US
774,G2 Review,2026-02-04,5,Onboarded our 50-person team in a week. The templates were really helpful.,Positive,Startup,US
775,Support Ticket,2025-08-10,,can you push me an invoice with our updated VAT number? current one is wrong,Neutral,SMB,Canada
776,Support Ticket,2025-11-17,,Following up to thank the team for the webhook fix last week. Rock solid since then.,Positive,SMB,Australia
777,Support Ticket,2025-06-06,,Export to CSV truncates long text fields. Need full content for our audit.,Neutral,SMB,US
778,NPS Response,2025-06-01,4,Moved our entire engineering org over from Jira and productivity measurably increased. Thank you.,Positive,Enterprise,US
779,Support Ticket,2025-07-09,,Webhooks have stopped firing for status changes. Last successful delivery was Tuesday.,Neutral,Enterprise,US
780,App Store Review,2025-04-28,1,"The notification system is a firehose. Please let me customize per-project, per-event.",Negative,SMB,US
781,NPS Response,2025-08-24,5,Worth every penny. We've replaced 4 other tools with this one. Really grateful.,Positive,Startup,India
782,Support Ticket,2025-08-20,,can you push me an invoice with our updated VAT number? current one is wrong,Negative,SMB,US
783,G2 Review,2025-11-30,2,"Migrated from Trello. Some things are better, some are worse. Net neutral.",Neutral,SMB,US
784,App Store Review,2026-02-25,2,"We need real Slack integration, not just notification forwarding. Threads, mentions, the whole thing.",Negative,SMB,India
785,Support Ticket,2025-10-07,,The Zapier integration is not triggering on task creation. Was working yesterday. Zap ID 8834221.,Negative,SMB,US
